index,Date,Year,Type,Country,Area,Location,Activity,Gender,Age,Fatal,Time,href formula,ISO_code
4220,1957-01-01 00:00:00,1957,Unprovoked,USA,Florida,"Miami, Miami-Dade County",Diving,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1957.00.00.f-Kline.pdf,US
4221,1957-01-01 00:00:00,1957,Unprovoked,FIJI,Kadavu,Great Astrolabe Reef,Fishing,M,30,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1957.00.00.e-Vasu.pdf,FJ
4222,1957-01-01 00:00:00,1957,Unprovoked,IRAN,Karun River,"near Band Misan in Shustar, 420 km from the sea",Other,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1957.00.00.d-Paniry.pdf,IR
4223,1957-01-01 00:00:00,1957,Unprovoked,PAPUA NEW GUINEA,"Abau Subdistrict,Central Province",Mailu area  ,Fishing,M,0,Y,,http://sharkattackfile.net/spreadsheets/pdf_directory/1957.00.00.b-Mailu.pdf,PG
4224,1957-01-01 00:00:00,1957,Unprovoked,IRAN,Karun River,Hesamabad,Other,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1957.00.00.c-Falah.pdf,IR
4225,1957-01-01 00:00:00,1957,Unprovoked,PAPUA NEW GUINEA,"New Britain, Bismarck Archipelago",Duke of York Island,Other,M,0,Y,,http://sharkattackfile.net/spreadsheets/pdf_directory/1957.00.00.a-Duke-of-York.pdf,PG
4226,1956-12-26 00:00:00,1956,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,Samarai Island (south end),Fishing,M,19,Y,13:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.12.26-Nikuniko.pdf,PG
4227,1956-12-24 00:00:00,1956,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,Samarai Island,Fishing,M,16,Y,12:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.12.24-Tiso.pdf,PG
4228,1956-12-15 00:00:00,1956,Unprovoked,GABON,Estuaire Province,Owendo,Swimming,M,0,Y,,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.12.15.R-Allen.pdf,GA
4229,1956-12-09 00:00:00,1956,Provoked,NEW ZEALAND,North Island,North Auckland,Fishing,M,70,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.12.09-McKenzie.pdf,NZ
4230,1956-10-27 00:00:00,1956,Unprovoked,SOUTH AFRICA,Western Cape Province,"Glencairn, False Bay",Diving,M,29,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.10.27-Smith.pdf,ZA
4231,1956-10-20 00:00:00,1956,Unprovoked,PAPUA NEW GUINEA,Central Province,Kapakapa ,Fishing,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.10.20-Sabati.pdf,PG
4232,1956-10-07 00:00:00,1956,Unprovoked,SENEGAL,"Near Dakar, Cap Vert Peninsula",Isle de Gorée,Diving,M,19,N,18:15:00,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.10.07-Peron.pdf,SN
4233,,1956,Unprovoked,PAPUA NEW GUINEA,,Port Moresby,Fishing,M,0,Y,,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.10.00-PortMoresby.pdf,PG
4234,1956-09-23 00:00:00,1956,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Fishing,M,27,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.09.23-Healy.pdf,US
4235,1956-09-13 00:00:00,1956,Unprovoked,,Near the Andaman & Nicobar Islands,,Other,M,0,Y,,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.09.13-TunaBoat.pdf,
4236,1956-01-01 00:00:00,1956,Unprovoked,MAYOTTE,Mozambique Channel,,Fishing,M,0,Y,,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.09.00.b-Mayotte.pdf,YT
4237,1956-01-01 00:00:00,1956,Unprovoked,ITALY,Tyrrenian Sea,1.5 miles south of  San Felice Circeo ,Diving,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.09.00.a-Lombardo.pdf,IT
4238,1956-08-25 00:00:00,1956,Unprovoked,PAPUA NEW GUINEA,Central Province,"Paga Point or Fishermans Island, Port Moresby",Fishing,M,34,Y,,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.08.25-Benagi.pdf,PG
4239,1956-08-20 00:00:00,1956,Unprovoked,PAPUA NEW GUINEA,Central Province,"Paga Point, Port Moresby ",Fishing,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.08.20-native.pdf,PG
4240,1956-08-15 00:00:00,1956,Unprovoked,USA,Puerto Rico,North coast,Diving,M,13,Y,,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.08.15.R-Lago.pdf,US
4241,1956-08-15 00:00:00,1956,Provoked,AUSTRALIA,Queensland,Near Southport,Diving,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.08.15.b-Davis.pdf,AU
4242,1956-08-15 00:00:00,1956,Unprovoked,USA,California,"Pismo Beach, San Luis Obispo County",Swimming,M,10,N,16:30:00,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.08.15.a-DouglasClarke.pdf,US
4243,1956-08-01 00:00:00,1956,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Chain Rocks, Amanzimtoti",Diving,M,23,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.08.01-VanDam.pdf,ZA
4244,1956-01-01 00:00:00,1956,Provoked,UNITED KINGDOM,Cornwall,The Lizard,Other,M,0,Y,,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.08.00.e-Kirby.pdf,GB
4245,1956-01-01 00:00:00,1956,Provoked,UNITED KINGDOM,Cornwall,The Lizard,Other,M,0,Y,,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.08.00.d-Nye.pdf,GB
4246,1956-01-01 00:00:00,1956,Watercraft,MALTA,Congreve Channel,between Filfla Island and Wied iz-Zurrieq,Fishing,,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.08.00.c-Zammit.pdf,MT
4247,1956-01-01 00:00:00,1956,Unprovoked,PAPUA NEW GUINEA,Central Province,Yule Island,Fishing,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.08.00.b-TsiraNative.pdf,PG
4248,1956-01-01 00:00:00,1956,Unprovoked,PAPUA NEW GUINEA,Central Province,"Fisherman''s Island, near Port Moresby",Fishing,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.08.00.a-NativeBoy.pdf,PG
4249,1956-07-28 00:00:00,1956,Provoked,USA,Puerto Rico,Aquadilla,Other,M,13,Y,10:30:00,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.07.28-Alengo.pdf,US
4250,1956-07-26 00:00:00,1956,Provoked,USA,California,"Van Ness Municipal Pier, San Francisco",Fishing,M,38,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.07.26-BansieKoide.pdf,US
4251,1956-07-20 00:00:00,1956,Unprovoked,MALTA,St. Thomas Bay,Marsascala,Swimming,M,40,Y,,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.07.20-Smedley.pdf,MT
4252,1956-07-17 00:00:00,1956,Unprovoked,USA,Florida,"Miami Beach, Miami-Dade County",Wading,F,38,N,18:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.07.17-Nelson.pdf,US
4253,1956-07-12 00:00:00,1956,Unprovoked,USA,South Carolina,"Isle of Palms, Charleston County",Swimming,M,7,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.07.12-Rawls.pdf,US
4254,1956-06-28 00:00:00,1956,Unprovoked,AUSTRALIA,Torres Strait,"Fishman''s Island (near Port Moresby, PNG) ",Fishing,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.06.28-Kila.pdf,AU
4255,1956-06-22 00:00:00,1956,Watercraft,PORTUGAL,Madeira,Off Funchal,Fishing,M,23,Y,,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.06.22-Pereira.pdf,PT
4256,1956-06-20 00:00:00,1956,Sea Disaster,MID ATLANTIC OCEAN,,Venezuelan aircraft lost,Sea Disaster,,0,Y,,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.06.20-VenezuelanAircraft.pdf,
4257,1956-05-26 00:00:00,1956,Watercraft,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,Fishing,,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.05.26.R-Brunt-boat.pdf,ZA
4258,1956-05-07 00:00:00,1956,Unprovoked,CUBA,,,Diving,M,30,Y,,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.05.07-Shearman.pdf,CU
4259,,1956,Unprovoked,AUSTRALIA,Torres Strait,,Diving,,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.05.00-diver.pdf,AU
4260,1956-03-25 00:00:00,1956,Watercraft,ITALY,Ligurian Sea,"Genova, S. Nazaro, Punta Vagno",Boating,,0,UNKNOWN,,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.03.25-Italy.pdf,IT
4261,1956-03-11 00:00:00,1956,Unprovoked,AUSTRALIA,New South Wales,"Cronulla, near Sydney",Other,M,13,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.03.11-Nolan.pdf,AU
4262,1956-03-04 00:00:00,1956,Unprovoked,AUSTRALIA,Victoria,"Portsea Beach, near entrance to Port Phillip Bay",Swimming,M,26,Y,16:45:00,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.03.04-Wishart.pdf,AU
4263,1956-01-01 00:00:00,1956,Unprovoked,AUSTRALIA,Western Australia,Fremantle,Other,M,21,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.03.00.b-Brown.pdf,AU
4264,1956-02-26 00:00:00,1956,Unprovoked,AUSTRALIA,Queensland,Pioneer River near Mackay,Diving,M,15,Y,11:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.02.26-Antonini.pdf,AU
4265,1956-02-10 00:00:00,1956,Unprovoked,AUSTRALIA,Victoria,Cowes,Swimming,M,8,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.02.10.R-Hamilton.pdf,AU
4266,1956-01-16 00:00:00,1956,Unprovoked,AUSTRALIA,Torres Strait,Palm Island,Diving,M,18,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.01.16.R-Conedo.pdf,AU
4267,1956-01-16 00:00:00,1956,Unprovoked,COSTA RICA,,San Juan River,Swimming,M,33,Y,,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.01.16-Burton.pdf,CR
4268,1956-01-05 00:00:00,1956,Unprovoked,AUSTRALIA,New South Wales,North Bondi,Other,M,25,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.01.05-Howell.pdf,AU
4269,1956-01-01 00:00:00,1956,Unprovoked,PAPUA NEW GUINEA,Madang Province,"Singour, 60 miles south of Madang",Diving,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.00.00.h-NV native-boy.pdf,PG
4270,1956-01-01 00:00:00,1956,Sea Disaster,,Between Comores & Madagascar,Geyser Bank,Other,M,0,Y,,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.00.00.g-Capt-Hunt.pdf,
4271,1956-01-01 00:00:00,1956,Unprovoked,GREECE,Corfu Island,Kérkira,Swimming,F,15,Y,,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.00.00.f-Margoulis.pdf,GR
4272,1956-01-01 00:00:00,1956,Provoked,USA,Virginia,"Virginia Beach, Princess Anne County",Other,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.00.00.e-Vaughn.pdf,US
4273,1956-01-01 00:00:00,1956,Unprovoked,USA,Virginia,"Virginia Beach, Princess Anne County",Swimming,F,14,UNKNOWN,,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.00.00.d-girl-VirginiaBeach.pdf,US
4274,1956-01-01 00:00:00,1956,Unprovoked,PAPUA NEW GUINEA,Milne Bay Province,"Kimuta, Renard Island",Other,,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.00.00.c-Kimuta.pdf,PG
4275,1956-01-01 00:00:00,1956,Unprovoked,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province",Hus Island ,Other,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.00.00.b-Hus-Island.pdf,PG
4276,1956-01-01 00:00:00,1956,Unprovoked,PAPUA NEW GUINEA,New Ireland Province,Enuk Island ,Other,M,0,Y,,http://sharkattackfile.net/spreadsheets/pdf_directory/1956.00.00.a-Enuk.pdf,PG
4277,1955-12-31 00:00:00,1955,Watercraft,AUSTRALIA,Tasmania,,Other,,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.12.31.R-Even.pdf,AU
4278,1955-12-11 00:00:00,1955,Watercraft,USA,Florida,½ mile offshore & 9 miles north of Fort Pierce,Fishing,,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.12.11-boat Neilly_Charlton.pdf,US
4279,1955-11-16 00:00:00,1955,Unprovoked,PAPUA NEW GUINEA,Central Province,"Kalautu Village, Baibara at the mouth of Oibada River",Swimming,M,8,N,18:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.11.16-NiuBodu.pdf,PG
4280,,1955,Unprovoked,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province","Low Island, Manus",Fishing,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.11.00-LowIsland.pdf,PG
4281,1955-10-16 00:00:00,1955,Provoked,AUSTRALIA,Queensland,"Tully, North Queensland",Fishing,M,28,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.10.16-Cross.pdf,AU
4282,1955-09-23 00:00:00,1955,Sea Disaster,NORTH PACIFIC OCEAN,1000 miles west of Hawaii,Between Wake & Johnston Islands,Other,M,0,Y,,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.09.23.b-Olsen.pdf,
4283,1955-09-23 00:00:00,1955,Sea Disaster,NORTH PACIFIC OCEAN,1000 miles west of Hawaii,Between Wake & Johnston Islands,Other,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.09.23.a-Hightower.pdf,
4284,1955-09-20 00:00:00,1955,Unprovoked,USA,Hawaii,East Moloka'i,Other,M,0,N,09:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.09.20-Diez.pdf,US
4285,1955-09-04 00:00:00,1955,Unprovoked,USA,California,"Venice Beach, Los Angeles County",Swimming,M,16,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.09.04-Vaughters_Collier.pdf,US
4286,1955-09-03 00:00:00,1955,Unprovoked,USA,California,"Venice Beach, Los Angeles County",Other,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.09.03-VeniceBeach.pdf,US
4287,1955-08-30 00:00:00,1955,Unprovoked,JAPAN,Izo Islands,"Mikura-jima Island, 150 miles south of Tokyo",Fishing,M,0,Y,,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.08.30.b-Yoshi.pdf,JP
4288,1955-08-30 00:00:00,1955,Provoked,USA,California,"Zuma Beach, Santa Monica, Los Angeles County",Surfing and Other Board Sports,M,25,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.08.30.a-DaleStrand.pdf,US
4289,1955-08-26 00:00:00,1955,Unprovoked,CROATIA, Primorje-Gorski Kotar County,Opatija,Swimming,F,32,Y,,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.08.26-Podzum.pdf,HR
4290,1955-08-08 00:00:00,1955,Unprovoked,AMERICAN SAMOA,Tutuila Island,Pago Pago Bay,Swimming,M,28,Y,,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.08.08-Samoa.pdf,AS
4291,1955-08-04 00:00:00,1955,Provoked,USA,South Carolina,Windy Hill Beach,Fishing,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.08.04.R-SC-fisherman.pdf,US
4292,1955-01-01 00:00:00,1955,Unprovoked,NORTH ATLANTIC OCEAN ,Open sea,,Other,M,15,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.08.00.c-NV-Emrich.pdf,
4293,1955-01-01 00:00:00,1955,Watercraft,AUSTRALIA,South Australia,Port Augusta,Fishing,,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.08.00.a-Whelan.pdf,AU
4294,1955-07-25 00:00:00,1955,Unprovoked,JAPAN,Okayama Prefecture,Usimado-no-Seto,Other,M,22,Y,13:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.07.25-Ishida.pdf,JP
4295,1955-07-23 00:00:00,1955,Unprovoked,USA,Rhode Island,Occupasstuxet  (Patuxent) Cove,Wading,M,13,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.07.23-Cashman.pdf,US
4296,1955-07-15 00:00:00,1955,Unprovoked,MONTENEGRO,Adriatic Sea,Budva,Swimming,M,0,Y,,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.07.15-Romasevic.pdf,ME
4297,1955-07-07 00:00:00,1955,Unprovoked,YEMEN,Aden,Telegraph Bay,Swimming,F,0,Y,,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.07.07-Dixon.pdf,YE
4298,1955-05-08 00:00:00,1955,Provoked,USA,California,"Malibu, Los Angeles County",Fishing,M,28,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.05.08-Yeargin.pdf,US
4299,,1955,Unprovoked,PAPUA NEW GUINEA,"Admiralty Islands, Manus Province","Lou Island, south of Manus Island",Fishing,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.05.00-Sindilin.pdf,PG
4300,1955-04-13 00:00:00,1955,Unprovoked,PAPUA NEW GUINEA,Central Province,"Hadrian’s (Haidana?) Island, near Port Moresby",Fishing,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.04.13.R-Gairu.pdf,PG
4301,1955-04-12 00:00:00,1955,Unprovoked,PAPUA NEW GUINEA,,Abau,Fishing,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.04.12-Kula.pdf,PG
4302,,1955,Unprovoked,USA,Hawaii,"Hilo, Hawai''i",Fishing,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.04.00-Oshiro.pdf,US
4303,1955-03-09 00:00:00,1955,Unprovoked,AUSTRALIA,New South Wales,Wamberal,Surfing and Other Board Sports,M,22,Y,18:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.03.09-Langford.pdf,AU
4304,1955-01-01 00:00:00,1955,Unprovoked,PAPUA NEW GUINEA,"New Ireland, Bismarck Archipelago","Kabiman, West coast",Swimming,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.03.00.b-Liuda.pdf,PG
4305,1955-01-01 00:00:00,1955,Provoked,AUSTRALIA,Western Australia,Woodman’s Point,Other,M,25,N,11:55:00,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.03.00.a-Brown.pdf,AU
4306,1955-02-10 00:00:00,1955,Unprovoked,USA,California,"Trinidad Bay, Humboldt County",Diving,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.02.10-Adams.pdf,US
4307,1955-02-06 00:00:00,1955,Unprovoked,USA,California,"Pacific Grove, Monterey County",Fishing,M,19,N,12:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.02.06-JamesJacobs_Collier.pdf,US
4308,1955-02-05 00:00:00,1955,Unprovoked,AUSTRALIA,New South Wales,"Sugarloaf Bay, Middle Harbor, Sydney",Swimming,M,25,Y,14:35:00,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.02.05-Rautenberg.pdf,AU
4309,1955-02-04 00:00:00,1955,Unprovoked,INDIA,Tamil Nadu,"Vanagiri, Madras (Chennai), Bay of Bengal",Fishing,M,25,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.02.04-Nedugattan.pdf,IN
4310,1955-02-01 00:00:00,1955,Watercraft,AUSTRALIA,New South Wales,Parramatta River,Other,,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.02.01-Racing-scull.pdf,AU
4311,,1955,Watercraft,AUSTRALIA,New South Wales,Coff’s Harbor,Other,,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.02.00-Richards-Irwin.pdf,AU
4312,1955-01-17 00:00:00,1955,Unprovoked,AUSTRALIA,New South Wales,"Wyargine Point, Edwards Beach, Balmoral Beach, Sydney",Other,M,13,Y,14:30:00,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.01.17-Willis.pdf,AU
4313,1955-01-15 00:00:00,1955,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,A ford known as Brodies Coffin in St. Lucia Bay,Other,M,0,Y,,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.01.15-ZuluMale.pdf,ZA
4314,1955-01-01 00:00:00,1955,Unprovoked,USA,Florida,"Vero Beach, Indian River County",Other,,0,UNKNOWN,,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.00.00.f-NV-VeroBeach.pdf,US
4315,1955-01-01 00:00:00,1955,Provoked,CUBA,Havana Province,Cojimar,Fishing,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.00.00.d-Cuba.pdf,CU
4316,1955-01-01 00:00:00,1955,Unprovoked,MADAGASCAR,18S / 50E,,Other,M,16,Y,15:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.00.00.e-Madagascar.pdf,MG
4317,1955-01-01 00:00:00,1955,Unprovoked,COLUMBIA,Isles del Rosario,Southwest of Cartegena,Fishing,M,12,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.00.00.b-Echavarria.pdf,CO
4318,1955-01-01 00:00:00,1955,Unprovoked,PAPUA NEW GUINEA,New Ireland,Lavongai,Other,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1955.00.00.a-Pakau.pdf,PG
4319,1954-12-29 00:00:00,1954,Unprovoked,AMERICAN SAMOA,Tutuila Island,Near tuna cannery in Pago Pago Harbor,Swimming,M,27,Y,,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.12.29-Mizokawa.pdf,AS
4320,1954-12-11 00:00:00,1954,Unprovoked,AUSTRALIA,Victoria,Point Lonsdale,Swimming,M,23,Y,11:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.12.11-Burns.pdf,AU
4321,1954-12-09 00:00:00,1954,Unprovoked,PAPUA NEW GUINEA,Central Province,"Kila Beach, Port Moresby",Swimming,M,0,Y,13:20:00,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.12.09-Kailovo.pdf,PG
4322,1954-12-04 00:00:00,1954,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Rocket Hut Beach, Durban",Swimming,M,16,N,11:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.12.04-Scott.pdf,ZA
4323,1954-11-20 00:00:00,1954,Unprovoked,USA,Wake Island,Wilkes Islet Lagoon (Pacific Ocean north of the Marshall Islands),Fishing,M,0,N,15:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.11.20-Oetzel.pdf,US
4324,1954-10-07 00:00:00,1954,Sea Disaster,USA,Virginia,150 miles off Cape Henry,Sea Disaster,M,0,Y,,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.10.07-Mormackite.pdf,US
4325,1954-10-06 00:00:00,1954,Provoked,UNITED KINGDOM,Isle of Man,Off Fleetwood,Fishing,M,62,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.10.06-Butcher.pdf,GB
4326,1954-10-02 00:00:00,1954,Watercraft,CROATIA,Zadar County,"Lika-Senj, Pag Island",Boating,,0,UNKNOWN,,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.10.02.b-boat-Pag-Croatia.pdf,HR
4327,1954-09-21 00:00:00,1954,Unprovoked,USA,California,"La Jolla, San Diego County",Swimming,M,35,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.09.21-Leeper.pdf,US
4328,1954-09-15 00:00:00,1954,Unprovoked,HONG KONG,,Junk Bay,Swimming,M,20,Y,,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.09.15-JamesCook.pdf,
4329,1954-09-04 00:00:00,1954,Unprovoked,AUSTRALIA,Torres Strait,"Darnley Island, Torres Strait",Fishing,M,35,Y,,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.09.04-Kapua-Gutchen.pdf,AU
4330,1954-08-19 00:00:00,1954,Unprovoked,ITALY,Liguaria,Finale Ligure,Fishing,M,27,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.08.19-Campi.pdf,IT
4331,1954-08-14 00:00:00,1954,Provoked,USA,New Jersey,"Barnegat Light, Ocean County",Fishing,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.08.14-Moody.pdf,US
4332,1954-08-12 00:00:00,1954,Provoked,CUBA,Guantanamo Province,Boqueron,Fishing,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.08.12.b-Teas.pdf,CU
4333,1954-08-12 00:00:00,1954,Provoked,CUBA,Guantanamo Province,Boqueron,Fishing,M,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.08.12.a-Warmke.pdf,CU
4334,1954-08-10 00:00:00,1954,Unprovoked,USA,Louisiana,Lake Pontchartrain,Wading,F,27,N,21:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.08.10-Hammett.pdf,US
4335,1954-07-30 00:00:00,1954,Unprovoked,ECUADOR,Galapagos Islands,,Fishing,M,34,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.07.30-Dibble.pdf,EC
4336,1954-07-28 00:00:00,1954,Unprovoked,SINGAPORE,,Singapore Harbor,Diving,M,28,Y,,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.07.28-BritishDiver.pdf,SG
4337,1954-07-27 00:00:00,1954,Watercraft,ITALY,Venice Province,Off Chioggia,Fishing,M,0,,,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.07.27-Trawler.pdf,IT
4338,1954-07-15 00:00:00,1954,Unprovoked,THE BALKANS,Slovenia,Between Punta Grossa & Koper,Swimming,M,0,Y,21:00:00,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.07.15-refugee.pdf,
4339,1954-07-10 00:00:00,1954,Unprovoked,USA,Louisiana,Pontchartrain Beach,Wading,F,4,N,11:45:00,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.07.10-Croft.pdf,US
4340,1954-07-04 00:00:00,1954,Unprovoked,USA,Florida,Florida Keys,Other,,0,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.07.04.R-UniversityStudent.pdf,US
4341,1954-07-03 00:00:00,1954,Unprovoked,BERMUDA,South shore ,Elbow Beach,Swimming,M,22,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.07.03-Marks.pdf,BM
4342,1954-07-02 00:00:00,1954,Unprovoked,GREECE,,Kalamata,Swimming,M,0,Y,,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.07.02.R-Kalamata.pdf,GR
4343,1954-06-29 00:00:00,1954,Provoked,USA,California,"Santa Monica, Los Angeles County",Other,M,35,N,,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.06.29-Donahue.pdf,US
4344,1954-06-27 00:00:00,1954,Unprovoked,AUSTRALIA,Queensland,Fitzroy Island,Diving,M,30,N,16:30:00,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.06.27-Aken.pdf,AU
4345,,1954,Unprovoked,HONG KONG,,,Other,M,0,Y,,http://sharkattackfile.net/spreadsheets/pdf_directory/1954.06.00-NavalRating.pdf,
